http://www2.env.go.jp/pm25monitoring/download.html,,,,
Year,Month,Day,Hour,PM2.5
2016,1,1,1,231
2016,1,1,2,239
2016,1,1,3,205
2016,1,1,4,167
2016,1,1,5,132
2016,1,1,6,169
2016,1,1,7,162
2016,1,1,8,123
2016,1,1,9,100
2016,1,1,10,101
2016,1,1,11,111
2016,1,1,12,115
2016,1,1,13,135
2016,1,1,14,165
2016,1,1,15,176
2016,1,1,16,187
2016,1,1,17,207
2016,1,1,18,235
2016,1,1,19,268
2016,1,1,20,302
2016,1,1,21,330
2016,1,1,22,345
2016,1,1,23,375
2016,1,1,24,400
2016,2,1,1,362
2016,2,1,2,321
2016,2,1,3,230
2016,2,1,4,225
2016,2,1,5,198
2016,2,1,6,191
2016,2,1,7,199
2016,2,1,8,206
2016,2,1,9,230
2016,2,1,10,279
2016,2,1,11,199
2016,2,1,12,220
2016,2,1,13,222
2016,2,1,14,220
2016,2,1,15,198
2016,2,1,16,208
2016,2,1,17,240
2016,2,1,18,293
2016,2,1,19,368
2016,2,1,20,493
2016,2,1,21,517
2016,2,1,22,501
2016,2,1,23,496
2016,2,1,24,559
2016,3,1,1,530
2016,3,1,2,582
2016,3,1,3,406
2016,3,1,4,261
2016,3,1,5,244
2016,3,1,6,229
2016,3,1,7,176
2016,3,1,8,178
2016,3,1,9,166
2016,3,1,10,131
2016,3,1,11,131
2016,3,1,12,107
2016,3,1,13,103
2016,3,1,14,100
2016,3,1,15,107
2016,3,1,16,115
2016,3,1,17,157
2016,3,1,18,208
2016,3,1,19,214
2016,3,1,20,217
2016,3,1,21,217
2016,3,1,22,229
2016,3,1,23,239
2016,3,1,24,243
2016,4,1,1,251
2016,4,1,2,231
2016,4,1,3,70
2016,4,1,4,11
2016,4,1,5,7
2016,4,1,6,8
2016,4,1,7,9
2016,4,1,8,10
2016,4,1,9,6
2016,4,1,10,12
2016,4,1,11,13
2016,4,1,12,12
2016,4,1,13,15
2016,4,1,14,10
2016,4,1,15,16
2016,4,1,16,14
2016,4,1,17,16
2016,4,1,18,11
2016,4,1,19,16
2016,4,1,20,14
2016,4,1,21,11
2016,4,1,22,11
2016,4,1,23,12
2016,4,1,24,9
2016,5,1,1,9
2016,5,1,2,9
2016,5,1,3,7
2016,5,1,4,7
2016,5,1,5,8
2016,5,1,6,9
2016,5,1,7,9
2016,5,1,8,14
2016,5,1,9,11
2016,5,1,10,13
2016,5,1,11,12
2016,5,1,12,12
2016,5,1,13,14
2016,5,1,14,12
2016,5,1,15,15
2016,5,1,16,33
2016,5,1,17,45
2016,5,1,18,54
2016,5,1,19,72
2016,5,1,20,86
2016,5,1,21,91
2016,5,1,22,101
2016,5,1,23,76
2016,5,1,24,55
2016,6,1,1,97
2016,6,1,2,47
2016,6,1,3,30
2016,6,1,4,37
2016,6,1,5,42
2016,6,1,6,28
2016,6,1,7,17
2016,6,1,8,27
2016,6,1,9,30
2016,6,1,10,40
2016,6,1,11,19
2016,6,1,12,16
2016,6,1,13,7
2016,6,1,14,11
2016,6,1,15,10
2016,6,1,16,10
2016,6,1,17,9
2016,6,1,18,7
2016,6,1,19,11
2016,6,1,20,11
2016,6,1,21,11
2016,6,1,22,9
2016,6,1,23,7
2016,6,1,24,12
2016,7,1,1,12
2016,7,1,2,8
2016,7,1,3,8
2016,7,1,4,10
2016,7,1,5,8
2016,7,1,6,7
2016,7,1,7,8
2016,7,1,8,9
2016,7,1,9,9
2016,7,1,10,11
2016,7,1,11,12
2016,7,1,12,7
2016,7,1,13,6
2016,7,1,14,9
2016,7,1,15,7
2016,7,1,16,10
2016,7,1,17,11
2016,7,1,18,14
2016,7,1,19,16
2016,7,1,20,13
2016,7,1,21,18
2016,7,1,22,12
2016,7,1,23,18
2016,7,1,24,16
2016,8,1,1,17
2016,8,1,2,14
2016,8,1,3,14
2016,8,1,4,9
2016,8,1,5,7
2016,8,1,6,6
2016,8,1,7,9
2016,8,1,8,16
2016,8,1,9,16
2016,8,1,10,21
2016,8,1,11,19
2016,8,1,12,15
2016,8,1,13,22
2016,8,1,14,17
2016,8,1,15,13
2016,8,1,16,10
2016,8,1,17,9
2016,8,1,18,18
2016,8,1,19,61
2016,8,1,20,99
2016,8,1,21,124
2016,8,1,22,135
2016,8,1,23,137
2016,8,1,24,138
2016,9,1,1,136
2016,9,1,2,124
2016,9,1,3,85
2016,9,1,4,82
2016,9,1,5,74
2016,9,1,6,48
2016,9,1,7,33
2016,9,1,8,28
2016,9,1,9,28
2016,9,1,10,25
2016,9,1,11,29
2016,9,1,12,31
2016,9,1,13,37
2016,9,1,14,44
2016,9,1,15,44
2016,9,1,16,32
2016,9,1,17,48
2016,9,1,18,57
2016,9,1,19,87
2016,9,1,20,102
2016,9,1,21,144
2016,9,1,22,173
2016,9,1,23,164
2016,9,1,24,124
2016,10,1,1,83
2016,10,1,2,70
2016,10,1,3,61
2016,10,1,4,44
2016,10,1,5,28
2016,10,1,6,25
2016,10,1,7,26
2016,10,1,8,25
2016,10,1,9,16
2016,10,1,10,24
2016,10,1,11,39
2016,10,1,12,43
2016,10,1,13,55
2016,10,1,14,63
2016,10,1,15,50
2016,10,1,16,74
2016,10,1,17,69
2016,10,1,18,67
2016,10,1,19,68
2016,10,1,20,69
2016,10,1,21,76
2016,10,1,22,29
2016,10,1,23,20
2016,10,1,24,16
2016,11,1,1,15
2016,11,1,2,17
2016,11,1,3,9
2016,11,1,4,9
2016,11,1,5,11
2016,11,1,6,10
2016,11,1,7,10
2016,11,1,8,12
2016,11,1,9,13
2016,11,1,10,13
2016,11,1,11,11
2016,11,1,12,14
2016,11,1,13,10
2016,11,1,14,9
2016,11,1,15,8
2016,11,1,16,10
2016,11,1,17,9
2016,11,1,18,12
2016,11,1,19,8
2016,11,1,20,12
2016,11,1,21,18
2016,11,1,22,12
2016,11,1,23,17
2016,11,1,24,15
2016,12,1,1,14
2016,12,1,2,15
2016,12,1,3,13
2016,12,1,4,11
2016,12,1,5,8
2016,12,1,6,9
2016,12,1,7,14
2016,12,1,8,19
2016,12,1,9,24
2016,12,1,10,30
2016,12,1,11,15
2016,12,1,12,9
2016,12,1,13,9
2016,12,1,14,8
2016,12,1,15,10
2016,12,1,16,8
2016,12,1,17,6
2016,12,1,18,5
2016,12,1,19,12
2016,12,1,20,14
2016,12,1,21,21
2016,12,1,22,15
2016,12,1,23,14
2016,12,1,24,12
2016,13,1,1,12
2016,13,1,2,10
2016,13,1,3,8
2016,13,1,4,7
2016,13,1,5,7
2016,13,1,6,6
2016,13,1,7,12
2016,13,1,8,16
2016,13,1,9,24
2016,13,1,10,20
2016,13,1,11,23
2016,13,1,12,23
2016,13,1,13,15
2016,13,1,14,13
2016,13,1,15,15
2016,13,1,16,11
2016,13,1,17,18
2016,13,1,18,19
2016,13,1,19,29
2016,13,1,20,35
2016,13,1,21,36
2016,13,1,22,45
2016,13,1,23,48
2016,13,1,24,51
2016,14,1,1,44
2016,14,1,2,39
2016,14,1,3,38
2016,14,1,4,47
2016,14,1,5,41
2016,14,1,6,40
2016,14,1,7,32
2016,14,1,8,47
2016,14,1,9,78
2016,14,1,10,111
2016,14,1,11,132
2016,14,1,12,85
2016,14,1,13,84
2016,14,1,14,78
2016,14,1,15,47
2016,14,1,16,30
2016,14,1,17,29
2016,14,1,18,80
2016,14,1,19,90
2016,14,1,20,88
2016,14,1,21,95
2016,14,1,22,109
2016,14,1,23,120
2016,14,1,24,134
2016,15,1,1,150
2016,15,1,2,164
2016,15,1,3,159
2016,15,1,4,116
2016,15,1,5,126
2016,15,1,6,128
2016,15,1,7,132
2016,15,1,8,146
2016,15,1,9,82
2016,15,1,10,74
2016,15,1,11,63
2016,15,1,12,59
2016,15,1,13,50
2016,15,1,14,76
2016,15,1,15,86
2016,15,1,16,81
2016,15,1,17,88
2016,15,1,18,89
2016,15,1,19,102
2016,15,1,20,112
2016,15,1,21,115
2016,15,1,22,193
2016,15,1,23,230
2016,15,1,24,222
2016,16,1,1,155
2016,16,1,2,142
2016,16,1,3,117
2016,16,1,4,106
2016,16,1,5,94
2016,16,1,6,88
2016,16,1,7,82
2016,16,1,8,90
2016,16,1,9,93
2016,16,1,10,96
2016,16,1,11,108
2016,16,1,12,109
2016,16,1,13,93
2016,16,1,14,121
2016,16,1,15,112
2016,16,1,16,116
2016,16,1,17,141
2016,16,1,18,136
2016,16,1,19,139
2016,16,1,20,151
2016,16,1,21,144
2016,16,1,22,152
2016,16,1,23,149
2016,16,1,24,156
2016,17,1,1,154
2016,17,1,2,100
2016,17,1,3,70
2016,17,1,4,71
2016,17,1,5,34
2016,17,1,6,18
2016,17,1,7,20
2016,17,1,8,16
2016,17,1,9,16
2016,17,1,10,19
2016,17,1,11,20
2016,17,1,12,20
2016,17,1,13,13
2016,17,1,14,13
2016,17,1,15,16
2016,17,1,16,13
2016,17,1,17,13
2016,17,1,18,17
2016,17,1,19,14
2016,17,1,20,16
2016,17,1,21,21
2016,17,1,22,19
2016,17,1,23,22
2016,17,1,24,11
2016,18,1,1,7
2016,18,1,2,6
2016,18,1,3,6
2016,18,1,4,4
2016,18,1,5,2
2016,18,1,6,9
2016,18,1,7,7
2016,18,1,8,10
2016,18,1,9,10
2016,18,1,10,7
2016,18,1,11,8
2016,18,1,12,8
2016,18,1,13,7
2016,18,1,14,10
2016,18,1,15,16
2016,18,1,16,8
2016,18,1,17,6
2016,18,1,18,8
2016,18,1,19,15
2016,18,1,20,14
2016,18,1,21,16
2016,18,1,22,19
2016,18,1,23,21
2016,18,1,24,25
2016,19,1,1,31
2016,19,1,2,20
2016,19,1,3,32
2016,19,1,4,30
2016,19,1,5,19
2016,19,1,6,45
2016,19,1,7,32
2016,19,1,8,32
2016,19,1,9,26
2016,19,1,10,36
2016,19,1,11,
2016,19,1,12,90
2016,19,1,13,101
2016,19,1,14,124
2016,19,1,15,76
2016,19,1,16,77
2016,19,1,17,62
2016,19,1,18,64
2016,19,1,19,80
2016,19,1,20,92
2016,19,1,21,98
2016,19,1,22,128
2016,19,1,23,127
2016,19,1,24,143
2016,20,1,1,171
2016,20,1,2,193
2016,20,1,3,181
2016,20,1,4,146
2016,20,1,5,130
2016,20,1,6,135
2016,20,1,7,143
2016,20,1,8,132
2016,20,1,9,125
2016,20,1,10,132
2016,20,1,11,144
2016,20,1,12,138
2016,20,1,13,158
2016,20,1,14,158
2016,20,1,15,140
2016,20,1,16,141
2016,20,1,17,135
2016,20,1,18,141
2016,20,1,19,163
2016,20,1,20,161
2016,20,1,21,185
2016,20,1,22,205
2016,20,1,23,193
2016,20,1,24,165
2016,21,1,1,134
2016,21,1,2,118
2016,21,1,3,114
2016,21,1,4,112
2016,21,1,5,106
2016,21,1,6,97
2016,21,1,7,90
2016,21,1,8,96
2016,21,1,9,101
2016,21,1,10,131
2016,21,1,11,159
2016,21,1,12,158
2016,21,1,13,156
2016,21,1,14,158
2016,21,1,15,152
2016,21,1,16,146
2016,21,1,17,165
2016,21,1,18,167
2016,21,1,19,148
2016,21,1,20,160
2016,21,1,21,162
2016,21,1,22,185
2016,21,1,23,179
2016,21,1,24,150
2016,22,1,1,133
2016,22,1,2,12
2016,22,1,3,10
2016,22,1,4,12
2016,22,1,5,9
2016,22,1,6,7
2016,22,1,7,7
2016,22,1,8,6
2016,22,1,9,8
2016,22,1,10,9
2016,22,1,11,8
2016,22,1,12,6
2016,22,1,13,11
2016,22,1,14,8
2016,22,1,15,7
2016,22,1,16,8
2016,22,1,17,8
2016,22,1,18,10
2016,22,1,19,8
2016,22,1,20,13
2016,22,1,21,10
2016,22,1,22,8
2016,22,1,23,11
2016,22,1,24,20
2016,23,1,1,22
2016,23,1,2,25
2016,23,1,3,27
2016,23,1,4,15
2016,23,1,5,8
2016,23,1,6,6
2016,23,1,7,8
2016,23,1,8,10
2016,23,1,9,8
2016,23,1,10,14
2016,23,1,11,12
2016,23,1,12,8
2016,23,1,13,11
2016,23,1,14,12
2016,23,1,15,8
2016,23,1,16,9
2016,23,1,17,9
2016,23,1,18,12
2016,23,1,19,14
2016,23,1,20,9
2016,23,1,21,9
2016,23,1,22,9
2016,23,1,23,13
2016,23,1,24,12
2016,24,1,1,11
2016,24,1,2,9
2016,24,1,3,5
2016,24,1,4,7
2016,24,1,5,9
2016,24,1,6,7
2016,24,1,7,6
2016,24,1,8,7
2016,24,1,9,6
2016,24,1,10,14
2016,24,1,11,16
2016,24,1,12,13
2016,24,1,13,10
2016,24,1,14,11
2016,24,1,15,15
2016,24,1,16,10
2016,24,1,17,12
2016,24,1,18,20
2016,24,1,19,18
2016,24,1,20,19
2016,24,1,21,26
2016,24,1,22,22
2016,24,1,23,21
2016,24,1,24,19
2016,25,1,1,13
2016,25,1,2,14
2016,25,1,3,19
2016,25,1,4,13
2016,25,1,5,12
2016,25,1,6,14
2016,25,1,7,14
2016,25,1,8,15
2016,25,1,9,20
2016,25,1,10,14
2016,25,1,11,21
2016,25,1,12,12
2016,25,1,13,17
2016,25,1,14,18
2016,25,1,15,17
2016,25,1,16,16
2016,25,1,17,14
2016,25,1,18,22
2016,25,1,19,31
2016,25,1,20,37
2016,25,1,21,40
2016,25,1,22,40
2016,25,1,23,45
2016,25,1,24,42
2016,26,1,1,29
2016,26,1,2,22
2016,26,1,3,20
2016,26,1,4,17
2016,26,1,5,14
2016,26,1,6,17
2016,26,1,7,20
2016,26,1,8,23
2016,26,1,9,19
2016,26,1,10,23
2016,26,1,11,21
2016,26,1,12,15
2016,26,1,13,16
2016,26,1,14,16
2016,26,1,15,18
2016,26,1,16,23
2016,26,1,17,22
2016,26,1,18,27
2016,26,1,19,30
2016,26,1,20,36
2016,26,1,21,90
2016,26,1,22,104
2016,26,1,23,105
2016,26,1,24,115
2016,27,1,1,121
2016,27,1,2,111
2016,27,1,3,123
2016,27,1,4,134
2016,27,1,5,119
2016,27,1,6,102
2016,27,1,7,88
2016,27,1,8,70
2016,27,1,9,58
2016,27,1,10,50
2016,27,1,11,54
2016,27,1,12,33
2016,27,1,13,54
2016,27,1,14,67
2016,27,1,15,87
2016,27,1,16,126
2016,27,1,17,143
2016,27,1,18,137
2016,27,1,19,139
2016,27,1,20,159
2016,27,1,21,170
2016,27,1,22,206
2016,27,1,23,227
2016,27,1,24,309
2016,28,1,1,344
2016,28,1,2,280
2016,28,1,3,256
2016,28,1,4,241
2016,28,1,5,164
2016,28,1,6,132
2016,28,1,7,149
2016,28,1,8,145
2016,28,1,9,129
2016,28,1,10,124
2016,28,1,11,140
2016,28,1,12,140
2016,28,1,13,126
2016,28,1,14,95
2016,28,1,15,80
2016,28,1,16,74
2016,28,1,17,71
2016,28,1,18,64
2016,28,1,19,94
2016,28,1,20,121
2016,28,1,21,148
2016,28,1,22,184
2016,28,1,23,181
2016,28,1,24,104
2016,29,1,1,87
2016,29,1,2,82
2016,29,1,3,71
2016,29,1,4,57
2016,29,1,5,61
2016,29,1,6,63
2016,29,1,7,65
2016,29,1,8,70
2016,29,1,9,73
2016,29,1,10,76
2016,29,1,11,77
2016,29,1,12,70
2016,29,1,13,65
2016,29,1,14,50
2016,29,1,15,51
2016,29,1,16,45
2016,29,1,17,51
2016,29,1,18,49
2016,29,1,19,42
2016,29,1,20,50
2016,29,1,21,62
2016,29,1,22,53
2016,29,1,23,38
2016,29,1,24,39
2016,30,1,1,29
2016,30,1,2,37
2016,30,1,3,29
2016,30,1,4,33
2016,30,1,5,55
2016,30,1,6,104
2016,30,1,7,85
2016,30,1,8,115
2016,30,1,9,71
2016,30,1,10,47
2016,30,1,11,28
2016,30,1,12,25
2016,30,1,13,22
2016,30,1,14,30
2016,30,1,15,27
2016,30,1,16,32
2016,30,1,17,46
2016,30,1,18,49
2016,30,1,19,68
2016,30,1,20,99
2016,30,1,21,93
2016,30,1,22,16
2016,30,1,23,12
2016,30,1,24,18
2016,31,1,1,14
2016,31,1,2,12
2016,31,1,3,13
2016,31,1,4,12
2016,31,1,5,10
2016,31,1,6,15
2016,31,1,7,8
2016,31,1,8,13
2016,31,1,9,12
2016,31,1,10,8
2016,31,1,11,16
2016,31,1,12,7
2016,31,1,13,10
2016,31,1,14,11
2016,31,1,15,10
2016,31,1,16,11
2016,31,1,17,11
2016,31,1,18,12
2016,31,1,19,13
2016,31,1,20,74
2016,31,1,21,16
2016,31,1,22,14
2016,31,1,23,11
2016,31,1,24,13
2016,1,2,1,11
2016,1,2,2,12
2016,1,2,3,15
2016,1,2,4,12
2016,1,2,5,13
2016,1,2,6,13
2016,1,2,7,25
2016,1,2,8,26
2016,1,2,9,34
2016,1,2,10,31
2016,1,2,11,14
2016,1,2,12,9
2016,1,2,13,11
2016,1,2,14,10
2016,1,2,15,8
2016,1,2,16,9
2016,1,2,17,9
2016,1,2,18,9
2016,1,2,19,17
2016,1,2,20,10
2016,1,2,21,10
2016,1,2,22,9
2016,1,2,23,10
2016,1,2,24,17
2016,2,2,1,10
2016,2,2,2,13
2016,2,2,3,18
2016,2,2,4,25
2016,2,2,5,20
2016,2,2,6,23
2016,2,2,7,25
2016,2,2,8,16
2016,2,2,9,12
2016,2,2,10,21
2016,2,2,11,23
2016,2,2,12,22
2016,2,2,13,25
2016,2,2,14,23
2016,2,2,15,16
2016,2,2,16,12
2016,2,2,17,11
2016,2,2,18,16
2016,2,2,19,57
2016,2,2,20,69
2016,2,2,21,69
2016,2,2,22,69
2016,2,2,23,29
2016,2,2,24,26
2016,3,2,1,37
2016,3,2,2,27
2016,3,2,3,33
2016,3,2,4,39
2016,3,2,5,27
2016,3,2,6,18
2016,3,2,7,29
2016,3,2,8,39
2016,3,2,9,30
2016,3,2,10,30
2016,3,2,11,38
2016,3,2,12,44
2016,3,2,13,56
2016,3,2,14,56
2016,3,2,15,50
2016,3,2,16,39
2016,3,2,17,36
2016,3,2,18,30
2016,3,2,19,56
2016,3,2,20,66
2016,3,2,21,46
2016,3,2,22,29
2016,3,2,23,22
2016,3,2,24,31
2016,4,2,1,43
2016,4,2,2,24
2016,4,2,3,14
2016,4,2,4,12
2016,4,2,5,10
2016,4,2,6,15
2016,4,2,7,14
2016,4,2,8,13
2016,4,2,9,12
2016,4,2,10,16
2016,4,2,11,18
2016,4,2,12,11
2016,4,2,13,12
2016,4,2,14,17
2016,4,2,15,11
2016,4,2,16,12
2016,4,2,17,16
2016,4,2,18,17
2016,4,2,19,12
2016,4,2,20,17
2016,4,2,21,10
2016,4,2,22,11
2016,4,2,23,17
2016,4,2,24,9
2016,5,2,1,12
2016,5,2,2,8
2016,5,2,3,10
2016,5,2,4,13
2016,5,2,5,9
2016,5,2,6,10
2016,5,2,7,13
2016,5,2,8,12
2016,5,2,9,10
2016,5,2,10,19
2016,5,2,11,9
2016,5,2,12,9
2016,5,2,13,14
2016,5,2,14,9
2016,5,2,15,10
2016,5,2,16,13
2016,5,2,17,8
2016,5,2,18,8
2016,5,2,19,8
2016,5,2,20,12
2016,5,2,21,17
2016,5,2,22,10
2016,5,2,23,10
2016,5,2,24,7
2016,6,2,1,8
2016,6,2,2,9
2016,6,2,3,9
2016,6,2,4,9
2016,6,2,5,16
2016,6,2,6,14
2016,6,2,7,24
2016,6,2,8,8
2016,6,2,9,18
2016,6,2,10,14
2016,6,2,11,15
2016,6,2,12,16
2016,6,2,13,42
2016,6,2,14,30
2016,6,2,15,27
2016,6,2,16,15
2016,6,2,17,9
2016,6,2,18,11
2016,6,2,19,49
2016,6,2,20,66
2016,6,2,21,66
2016,6,2,22,56
2016,6,2,23,79
2016,6,2,24,96
2016,7,2,1,84
2016,7,2,2,88
2016,7,2,3,93
2016,7,2,4,75
2016,7,2,5,57
2016,7,2,6,38
2016,7,2,7,33
2016,7,2,8,31
2016,7,2,9,56
2016,7,2,10,30
2016,7,2,11,36
2016,7,2,12,24
2016,7,2,13,19
2016,7,2,14,20
2016,7,2,15,20
2016,7,2,16,17
2016,7,2,17,20
2016,7,2,18,13
2016,7,2,19,20
2016,7,2,20,29
2016,7,2,21,60
2016,7,2,22,72
2016,7,2,23,103
2016,7,2,24,151
2016,8,2,1,
2016,8,2,2,544
2016,8,2,3,502
2016,8,2,4,
2016,8,2,5,601
2016,8,2,6,564
2016,8,2,7,562
2016,8,2,8,299
2016,8,2,9,21
2016,8,2,10,12
2016,8,2,11,13
2016,8,2,12,9
2016,8,2,13,14
2016,8,2,14,12
2016,8,2,15,10
2016,8,2,16,7
2016,8,2,17,6
2016,8,2,18,6
2016,8,2,19,11
2016,8,2,20,19
2016,8,2,21,64
2016,8,2,22,29
2016,8,2,23,28
2016,8,2,24,27
2016,9,2,1,23
2016,9,2,2,25
2016,9,2,3,29
2016,9,2,4,25
2016,9,2,5,28
2016,9,2,6,32
2016,9,2,7,26
2016,9,2,8,22
2016,9,2,9,20
2016,9,2,10,27
2016,9,2,11,31
2016,9,2,12,47
2016,9,2,13,56
2016,9,2,14,48
2016,9,2,15,41
2016,9,2,16,52
2016,9,2,17,63
2016,9,2,18,73
2016,9,2,19,78
2016,9,2,20,70
2016,9,2,21,71
2016,9,2,22,80
2016,9,2,23,69
2016,9,2,24,62
2016,10,2,1,98
2016,10,2,2,91
2016,10,2,3,94
2016,10,2,4,86
2016,10,2,5,79
2016,10,2,6,78
2016,10,2,7,97
2016,10,2,8,92
2016,10,2,9,110
2016,10,2,10,86
2016,10,2,11,71
2016,10,2,12,83
2016,10,2,13,93
2016,10,2,14,109
2016,10,2,15,115
2016,10,2,16,116
2016,10,2,17,119
2016,10,2,18,117
2016,10,2,19,121
2016,10,2,20,138
2016,10,2,21,177
2016,10,2,22,206
2016,10,2,23,217
2016,10,2,24,222
2016,11,2,1,227
2016,11,2,2,195
2016,11,2,3,180
2016,11,2,4,184
2016,11,2,5,186
2016,11,2,6,234
2016,11,2,7,230
2016,11,2,8,188
2016,11,2,9,154
2016,11,2,10,148
2016,11,2,11,164
2016,11,2,12,157
2016,11,2,13,157
2016,11,2,14,176
2016,11,2,15,172
2016,11,2,16,135
2016,11,2,17,129
2016,11,2,18,120
2016,11,2,19,122
2016,11,2,20,99
2016,11,2,21,89
2016,11,2,22,93
2016,11,2,23,95
2016,11,2,24,102
2016,12,2,1,114
2016,12,2,2,96
2016,12,2,3,106
2016,12,2,4,169
2016,12,2,5,171
2016,12,2,6,164
2016,12,2,7,145
2016,12,2,8,148
2016,12,2,9,143
2016,12,2,10,142
2016,12,2,11,145
2016,12,2,12,161
2016,12,2,13,171
2016,12,2,14,171
2016,12,2,15,161
2016,12,2,16,166
2016,12,2,17,176
2016,12,2,18,190
2016,12,2,19,186
2016,12,2,20,213
2016,12,2,21,194
2016,12,2,22,141
2016,12,2,23,41
2016,12,2,24,26
2016,13,2,1,18
2016,13,2,2,21
2016,13,2,3,16
2016,13,2,4,10
2016,13,2,5,14
2016,13,2,6,10
2016,13,2,7,7
2016,13,2,8,6
2016,13,2,9,7
2016,13,2,10,11
2016,13,2,11,9
2016,13,2,12,10
2016,13,2,13,6
2016,13,2,14,6
2016,13,2,15,6
2016,13,2,16,22
2016,13,2,17,25
2016,13,2,18,11
2016,13,2,19,9
2016,13,2,20,17
2016,13,2,21,11
2016,13,2,22,14
2016,13,2,23,15
2016,13,2,24,16
2016,14,2,1,7
2016,14,2,2,8
2016,14,2,3,8
2016,14,2,4,10
2016,14,2,5,6
2016,14,2,6,4
2016,14,2,7,5
2016,14,2,8,6
2016,14,2,9,11
2016,14,2,10,10
2016,14,2,11,11
2016,14,2,12,10
2016,14,2,13,8
2016,14,2,14,14
2016,14,2,15,8
2016,14,2,16,6
2016,14,2,17,6
2016,14,2,18,3
2016,14,2,19,3
2016,14,2,20,5
2016,14,2,21,7
2016,14,2,22,7
2016,14,2,23,7
2016,14,2,24,16
2016,15,2,1,4
2016,15,2,2,6
2016,15,2,3,7
2016,15,2,4,8
2016,15,2,5,8
2016,15,2,6,6
2016,15,2,7,11
2016,15,2,8,6
2016,15,2,9,6
2016,15,2,10,5
2016,15,2,11,7
2016,15,2,12,13
2016,15,2,13,11
2016,15,2,14,12
2016,15,2,15,8
2016,15,2,16,7
2016,15,2,17,11
2016,15,2,18,12
2016,15,2,19,11
2016,15,2,20,15
2016,15,2,21,12
2016,15,2,22,11
2016,15,2,23,9
2016,15,2,24,9
2016,16,2,1,17
2016,16,2,2,12
2016,16,2,3,12
2016,16,2,4,11
2016,16,2,5,8
2016,16,2,6,5
2016,16,2,7,4
2016,16,2,8,6
2016,16,2,9,6
2016,16,2,10,4
2016,16,2,11,2
2016,16,2,12,7
2016,16,2,13,8
2016,16,2,14,7
2016,16,2,15,6
2016,16,2,16,10
2016,16,2,17,11
2016,16,2,18,15
2016,16,2,19,19
2016,16,2,20,15
2016,16,2,21,19
2016,16,2,22,17
2016,16,2,23,16
2016,16,2,24,19
2016,17,2,1,17
2016,17,2,2,20
2016,17,2,3,20
2016,17,2,4,20
2016,17,2,5,23
2016,17,2,6,22
2016,17,2,7,36
2016,17,2,8,36
2016,17,2,9,55
2016,17,2,10,82
2016,17,2,11,80
2016,17,2,12,64
2016,17,2,13,48
2016,17,2,14,48
2016,17,2,15,44
2016,17,2,16,44
2016,17,2,17,41
2016,17,2,18,45
2016,17,2,19,47
2016,17,2,20,66
2016,17,2,21,59
2016,17,2,22,59
2016,17,2,23,73
2016,17,2,24,68
2016,18,2,1,20
2016,18,2,2,17
2016,18,2,3,16
2016,18,2,4,18
2016,18,2,5,13
2016,18,2,6,13
2016,18,2,7,7
2016,18,2,8,4
2016,18,2,9,8
2016,18,2,10,7
2016,18,2,11,9
2016,18,2,12,12
2016,18,2,13,7
2016,18,2,14,10
2016,18,2,15,7
2016,18,2,16,13
2016,18,2,17,12
2016,18,2,18,11
2016,18,2,19,16
2016,18,2,20,19
2016,18,2,21,40
2016,18,2,22,22
2016,18,2,23,21
2016,18,2,24,15
2016,19,2,1,20
2016,19,2,2,11
2016,19,2,3,20
2016,19,2,4,18
2016,19,2,5,18
2016,19,2,6,15
2016,19,2,7,32
2016,19,2,8,21
2016,19,2,9,21
2016,19,2,10,26
2016,19,2,11,25
2016,19,2,12,20
2016,19,2,13,20
2016,19,2,14,10
2016,19,2,15,10
2016,19,2,16,10
2016,19,2,17,6
2016,19,2,18,7
2016,19,2,19,14
2016,19,2,20,10
2016,19,2,21,9
2016,19,2,22,11
2016,19,2,23,6
2016,19,2,24,9
2016,20,2,1,10
2016,20,2,2,14
2016,20,2,3,9
2016,20,2,4,7
2016,20,2,5,7
2016,20,2,6,4
2016,20,2,7,5
2016,20,2,8,9
2016,20,2,9,6
2016,20,2,10,7
2016,20,2,11,10
2016,20,2,12,9
2016,20,2,13,8
2016,20,2,14,16
2016,20,2,15,19
2016,20,2,16,21
2016,20,2,17,16
2016,20,2,18,15
2016,20,2,19,12
2016,20,2,20,19
2016,20,2,21,24
2016,20,2,22,32
2016,20,2,23,39
2016,20,2,24,49
2016,21,2,1,64
2016,21,2,2,72
2016,21,2,3,71
2016,21,2,4,82
2016,21,2,5,81
2016,21,2,6,78
2016,21,2,7,83
2016,21,2,8,84
2016,21,2,9,55
2016,21,2,10,91
2016,21,2,11,141
2016,21,2,12,147
2016,21,2,13,97
2016,21,2,14,84
2016,21,2,15,83
2016,21,2,16,78
2016,21,2,17,79
2016,21,2,18,72
2016,21,2,19,85
2016,21,2,20,111
2016,21,2,21,122
2016,21,2,22,134
2016,21,2,23,114
2016,21,2,24,118
2016,22,2,1,132
2016,22,2,2,129
2016,22,2,3,119
2016,22,2,4,119
2016,22,2,5,113
2016,22,2,6,117
2016,22,2,7,122
2016,22,2,8,135
2016,22,2,9,143
2016,22,2,10,143
2016,22,2,11,116
2016,22,2,12,53
2016,22,2,13,15
2016,22,2,14,13
2016,22,2,15,11
2016,22,2,16,13
2016,22,2,17,10
2016,22,2,18,10
2016,22,2,19,8
2016,22,2,20,15
